   1.20000000   0.00000000 
   1.25714286   0.00000000 
   1.31428571   0.00000000 
   1.37142857   0.00000000 
   1.42857143   0.00000000 
   1.48571429   0.00000000 
   1.54285714   0.00000000 
   1.60000000   0.00000000 
   1.65714286   0.00000000 
   1.71428571   0.00000000 
   1.77142857   0.00000000 
   1.82857143   0.00000000 
   1.88571429   0.00000000 
   1.94285714   0.00000000 
   2.00000000   0.00000000 
   2.05714286   0.00000000 
   2.11428571   0.00000000 
   2.17142857   0.00000000 
   2.22857143   0.00000000 
   2.28571429   0.00000000 
   2.34285714   0.00000000 
   2.40000000   0.00000000 
   2.45714286   0.00000000 
   2.51428571   0.00000000 
   2.57142857   0.00000000 
   2.62857143   0.00000000 
   2.68571429   0.00000000 
   2.74285714   0.00000000 
   2.80000000   0.00000000 
   2.85714286   0.00000000 
   2.91428571   0.00000000 
   2.97142857   0.00000000 
   3.02857143   0.00000000 
   3.08571429   0.00000000 
   3.14285714   0.00000000 
   3.20000000   0.00000000 
   3.25714286   0.00000000 
   3.31428571   0.00000000 
   3.37142857   0.00000000 
   3.42857143   0.00000000 
   3.48571429   0.00000000 
   3.54285714   0.00000000 
   3.60000000   0.00000000 
   3.65714286   0.00000000 
   3.71428571   0.00000000 
   3.77142857   0.00000000 
   3.82857143   0.00000000 
   3.88571429   0.00000000 
   3.94285714   0.00000000 
   4.00000000   0.00000000 
